file_path,folder,label,duration_seconds
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_42.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_43.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_44.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_45.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_46.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_47.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_48.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_49.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_5.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_50.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_6.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_7.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_8.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_9.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_1.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_10.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_11.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_12.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_13.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_14.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_15.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_16.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_17.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_18.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_19.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_2.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_20.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_21.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_22.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_23.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_24.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_25.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_26.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_27.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_28.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_29.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_3.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_30.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_31.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_32.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_33.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_34.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_35.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_36.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_37.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_38.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_39.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_4.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_40.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_41.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_42.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_43.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_44.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_45.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_46.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_47.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_48.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_49.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_5.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_50.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_6.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_7.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_8.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_1m\whisper_1m_9.wav,whisper_1m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_1.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_10.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_11.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_12.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_13.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_14.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_15.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_16.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_17.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_18.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_19.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_2.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_20.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_21.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_22.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_23.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_24.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_25.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_26.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_27.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_28.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_29.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_3.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_30.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_31.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_32.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_33.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_34.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_35.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_36.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_37.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_38.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_39.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_4.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_40.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_41.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_42.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_43.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_44.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_45.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_46.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_47.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_48.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_49.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_5.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_50.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_6.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_7.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_8.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_2m\whisper_2m_9.wav,whisper_2m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_1.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_10.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_11.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_12.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_13.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_14.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_15.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_16.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_17.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_18.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_19.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_2.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_20.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_21.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_22.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_23.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_24.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_25.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_26.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_27.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_28.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_29.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_3.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_30.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_31.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_32.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_33.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_34.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_35.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_36.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_37.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_38.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_39.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_4.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_40.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_41.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_42.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_43.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_44.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_45.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_46.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_47.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_48.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_49.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_5.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_50.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_6.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_7.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_8.wav,whisper_3m,whisper,9.98
C:\Users\Leslie\Thesis\whisper_project\whisper_3m\whisper_3m_9.wav,whisper_3m,whisper,9.98
